idcase,depvar,ic_gc,ic_gr,ic_ec,ic_er,ic_hp,oc_gc,oc_gr,oc_ec,oc_er,oc_hp,income,agehed,rooms,region
738,gc,722.37,896.46,754.96,942.35,944.47,171.3,136.78,407.08,419.32,194.23,4,65,7,ncostl
739,hp,1023.3,1009.5,1012.9,1118.8,1381.4,221.8,190.81,583.31,470.65,216.23,5,40,5,scostl
740,ec,765.05,885.92,883.34,1154.8,1166.5,161.63,147.8,398.65,428.15,217.71,7,45,7,valley
741,gr,809.78,935.83,884.08,959.6,1001.5,186.24,162.86,478.36,484.51,250.86,2,20,6,ncostl
742,gc,899.85,957.74,1124.9,1011.1,1372.5,207.96,166.53,515.79,489.4,282.39,6,60,6,ncostl
743,er,877.52,1008.3,909.68,1026.8,1166.3,188.23,159.82,484.21,463.4,248.73,4,65,2,ncostl
744,er,723.03,1020.2,709.61,1051.6,918.79,156.56,153.94,462.83,380.57,208.17,2,65,3,valley
745,gc,970.14,1100.6,1189.1,1496.3,1534.6,241.5,183.71,679.9,593.42,279.37,6,25,2,mountn
746,gc,647.88,905.06,828.14,766.75,979.1,162.48,138.43,381.25,415.36,192.09,7,45,6,scostl
747,gc,738.82,829.23,838.0,946.19,1088.3,165.59,143.75,471.89,335.3,180.79,6,30,5,ncostl
748,gc,834.45,945.29,885.4,1078.5,1119.6,215.72,167.75,523.65,473.72,243.39,6,20,7,valley
749,ec,779.42,971.71,840.43,1148.6,1055.0,214.04,135.88,465.6,465.29,220.21,3,55,7,ncostl
750,gc,817.14,906.93,743.24,814.41,1000.2,201.88,149.85,428.83,468.32,237.08,6,25,2,valley
751,gc,774.65,897.12,830.14,1043.7,1127.0,165.77,152.65,439.12,452.19,223.51,3,55,3,scostl
752,ec,563.66,632.1,596.88,838.83,810.85,133.47,115.16,386.58,293.31,168.94,5,55,5,scostl
753,gc,750.16,726.23,738.92,833.76,1031.0,175.99,128.14,370.55,452.26,166.76,2,40,2,ncostl
754,gr,563.94,825.67,758.61,823.93,942.81,150.56,140.7,413.99,369.81,192.58,3,50,2,ncostl
755,gc,600.16,872.89,705.72,712.82,800.38,140.33,137.63,423.45,401.41,183.47,5,20,4,mountn
756,gc,953.29,1205.1,1067.8,1171.7,1238.5,198.14,167.6,538.21,503.69,260.88,4,30,3,mountn
757,gc,741.79,977.64,789.4,928.16,1056.3,194.09,174.41,376.77,428.84,235.44,7,60,3,ncostl
758,gc,908.26,1205.0,968.98,1367.6,1328.3,213.75,199.23,668.13,504.02,271.79,7,45,4,ncostl
759,gr,807.54,1102.4,902.57,1021.7,986.77,165.48,153.56,490.53,425.43,196.19,5,25,3,scostl
760,gr,663.54,744.82,713.51,981.98,934.65,133.08,117.91,440.87,367.44,207.86,4,30,7,ncostl
761,gc,788.48,961.79,769.75,987.65,959.09,146.92,153.93,461.15,480.86,221.63,3,30,3,valley
762,gc,938.31,914.76,809.28,899.95,1248.1,182.64,191.49,532.15,543.52,224.58,5,60,2,scostl
763,gc,869.95,1099.3,1064.8,1047.5,1288.1,205.93,189.54,578.49,466.94,281.24,5,50,7,scostl
764,gr,905.46,1087.3,1088.9,1210.0,1352.7,199.04,225.95,607.6,530.36,286.59,6,50,2,scostl
765,gc,898.55,1100.6,953.25,1168.1,1270.5,201.1,181.55,575.85,487.85,264.17,3,20,4,scostl
766,gc,910.25,1021.9,975.47,1210.7,1124.2,201.03,178.04,539.38,561.11,257.61,3,65,3,scostl
767,gc,766.35,792.26,739.3,989.9,848.17,179.25,136.1,492.5,397.71,221.2,5,50,5,scostl
768,er,642.85,833.52,683.59,935.29,1132.2,171.02,145.83,487.95,405.26,205.31,6,40,2,scostl
769,hp,695.41,898.61,762.3,824.84,736.83,129.24,135.99,405.37,312.14,148.85,5,60,6,ncostl
770,ec,958.72,921.9,829.64,1015.9,1009.8,191.02,166.56,525.43,399.94,234.13,7,45,4,scostl
771,gc,711.19,811.49,678.08,1121.0,978.27,158.37,169.19,480.76,445.33,211.43,6,65,4,scostl
772,gc,915.64,1130.8,1132.1,1174.5,1372.3,238.99,164.92,573.76,460.89,231.5,6,30,2,valley
773,gc,1034.8,1221.7,927.19,1089.5,1141.7,199.33,181.18,544.07,504.26,283.32,3,40,6,ncostl
774,gc,908.45,1032.8,850.24,1116.4,1344.3,205.98,187.58,542.55,451.41,261.15,2,65,2,ncostl
775,gc,779.19,973.96,920.17,1050.6,1037.7,175.83,162.94,503.23,433.13,229.65,4,65,7,scostl
776,gc,937.92,1013.5,871.7,910.56,1188.1,189.62,171.74,537.0,454.44,257.41,2,30,7,scostl
777,gc,766.2,921.02,923.98,1069.6,1005.6,158.75,157.81,514.08,453.65,182.01,7,50,4,valley
778,er,809.99,1000.5,724.22,993.27,925.79,147.32,134.42,426.39,438.48,208.01,4,55,3,scostl
779,hp,619.41,667.52,634.18,777.28,859.37,157.78,149.96,355.96,365.46,193.41,2,25,7,valley
780,gc,823.28,963.3,778.44,1150.1,1141.2,184.27,173.29,535.15,494.24,226.52,7,45,4,scostl
781,gc,864.49,918.9,829.65,1038.7,1189.1,189.19,152.41,495.54,499.11,250.47,3,30,3,valley
782,ec,657.54,754.02,653.52,911.5,873.13,140.51,129.65,380.29,328.82,211.82,7,60,3,valley
783,gc,1067.1,1218.5,1084.7,1275.4,1353.1,213.74,195.56,588.45,664.43,274.43,2,60,5,ncostl
784,er,637.85,881.3,866.22,906.27,1130.2,177.58,142.25,500.39,419.63,201.54,4,35,5,valley
785,gc,1041.9,1176.5,1104.4,1416.7,1349.7,247.56,189.67,663.64,571.55,305.52,4,60,7,scostl
786,gc,711.16,835.13,747.36,845.54,887.49,169.54,137.23,405.33,374.78,216.15,2,50,7,valley
787,ec,902.25,943.76,802.2,1003.1,1105.6,183.39,157.77,511.61,468.07,219.09,4,35,5,valley
788,gc,431.83,674.98,655.31,891.1,702.08,131.46,117.56,366.28,352.3,184.56,3,25,5,ncostl
789,gr,782.83,911.72,745.85,919.38,842.63,170.76,150.36,422.17,397.85,198.98,5,25,4,mountn
790,gc,708.57,954.36,775.23,854.6,983.98,130.29,145.34,425.27,440.23,213.15,5,55,4,scostl
791,gc,613.98,651.09,777.17,825.66,853.6,149.04,110.75,345.02,372.95,185.27,3,20,4,ncostl
792,gr,940.8,1104.6,974.98,1122.1,1351.7,186.18,163.61,548.6,569.89,264.35,3,60,6,valley
793,gr,820.6,1010.3,861.16,1022.7,1106.5,214.38,169.17,569.53,481.63,251.42,4,45,3,scostl
794,hp,632.57,727.57,542.66,835.91,652.9,137.13,124.59,317.25,335.01,171.6,7,55,7,mountn
795,gc,810.99,925.52,924.5,1084.8,1085.5,178.13,153.2,430.9,387.32,254.87,2,30,7,scostl
796,gr,727.93,681.65,583.76,658.38,912.4,132.35,155.09,352.96,354.07,223.5,6,30,2,ncostl
797,gc,873.49,982.03,944.95,1147.2,1257.8,165.72,153.38,474.58,430.36,259.75,2,55,6,mountn
798,ec,647.76,772.11,708.19,757.77,878.33,143.09,122.1,368.24,324.3,177.31,3,50,4,mountn
799,gc,767.34,881.08,711.34,794.42,1046.7,148.97,149.03,502.98,384.54,202.2,5,40,2,scostl
800,gr,735.47,967.45,904.8,933.16,1072.7,151.18,156.96,483.65,370.01,212.24,7,20,7,mountn
801,gc,812.28,881.62,832.63,965.96,1012.2,173.61,155.83,556.88,434.92,206.75,6,55,7,scostl
802,hp,831.59,764.13,736.37,893.67,966.22,163.8,141.63,443.31,355.84,202.34,5,50,7,valley
803,gr,820.42,901.27,755.84,912.42,1123.6,160.34,145.76,483.7,424.58,222.98,7,35,7,ncostl
804,gr,739.45,785.7,932.63,1123.3,1125.1,150.59,159.16,396.5,374.4,205.1,6,30,2,scostl
805,gc,830.77,893.32,877.49,1140.7,1109.3,196.62,162.91,537.49,491.18,251.42,3,20,4,ncostl
806,gc,811.28,1091.4,835.05,894.26,979.27,175.73,155.85,520.52,382.4,255.28,4,20,2,mountn
807,gc,832.41,1002.1,894.63,1173.7,1003.9,194.76,173.94,553.7,443.7,237.55,3,35,5,scostl
808,er,687.04,787.06,738.95,762.06,957.76,155.77,130.21,332.99,421.8,217.58,2,45,3,ncostl
809,gc,596.99,759.04,729.29,859.23,878.32,144.67,145.49,424.31,374.71,200.71,7,25,5,scostl
810,gc,477.22,736.96,728.25,803.77,777.8,132.51,115.46,361.91,333.79,177.32,6,30,6,mountn
811,er,554.59,640.95,727.56,825.0,659.38,138.58,125.61,341.15,298.12,152.14,3,50,2,ncostl
812,gc,781.44,1003.5,856.33,1131.5,1139.0,188.15,168.15,435.37,480.0,211.6,3,25,6,scostl
813,gc,948.78,1232.6,1170.2,1417.8,1366.3,217.01,222.81,678.67,608.93,318.58,3,35,7,ncostl
814,gr,690.82,788.14,677.33,912.44,957.04,151.76,134.12,413.43,441.56,187.0,3,30,2,ncostl
815,ec,710.95,705.41,769.68,766.79,816.69,155.65,147.03,490.98,399.15,189.08,7,50,6,scostl
816,gc,849.1,1114.1,917.17,1034.7,1094.9,185.74,156.82,569.65,503.07,245.06,3,45,2,valley
817,gc,530.0,769.92,729.99,653.97,833.33,147.85,127.44,416.81,283.8,181.93,6,20,6,ncostl
818,gr,966.81,1062.9,906.88,1183.1,1112.5,166.78,185.52,498.23,468.62,263.42,3,25,5,valley
819,gc,774.51,826.82,787.11,865.21,993.97,140.73,151.19,443.29,452.03,208.96,6,50,6,scostl
820,gc,475.79,872.64,758.53,704.74,828.3,132.84,134.7,374.5,352.15,176.57,6,25,7,valley
821,er,946.66,1072.4,891.55,1012.5,1228.5,179.89,138.92,550.17,441.89,203.62,4,35,3,mountn
822,gc,877.2,1097.9,1056.2,1263.4,1310.8,199.04,194.55,612.83,542.87,257.58,3,30,2,ncostl
823,gr,621.16,931.71,765.5,1057.5,997.07,170.4,128.13,549.13,356.09,220.93,5,65,4,scostl
824,gc,689.46,964.8,935.82,1023.5,942.02,184.84,131.14,494.34,542.33,251.12,5,40,2,scostl
825,gc,660.44,747.48,654.82,622.99,808.06,139.85,140.47,322.45,367.1,173.95,6,50,7,scostl
826,gc,1063.0,1270.2,1060.4,1304.7,1216.8,191.84,206.01,551.32,589.81,283.11,7,40,3,ncostl
827,gc,830.48,1194.7,904.44,1078.2,1255.5,194.03,174.34,508.9,468.3,263.26,6,25,3,scostl
828,hp,726.24,726.99,754.59,972.28,864.3,176.77,136.87,328.42,338.7,201.13,6,20,2,ncostl
829,er,804.87,840.49,877.16,1050.2,1157.3,189.26,165.84,492.06,414.36,232.99,5,50,5,scostl
830,gc,793.66,901.97,705.33,907.67,948.44,177.64,140.32,497.8,417.63,215.16,4,40,2,ncostl
831,gc,808.69,991.35,907.46,907.25,991.34,175.92,154.79,472.23,400.73,220.88,6,50,6,scostl
832,gc,860.04,1018.6,1035.7,1017.8,1116.2,192.27,170.56,507.55,459.52,274.98,4,40,6,ncostl
833,gc,796.59,922.45,778.12,985.2,1042.6,182.61,146.43,474.3,469.55,205.23,4,55,7,valley
834,gc,781.83,1029.5,952.24,891.76,1093.4,172.67,166.61,502.64,471.25,253.39,2,65,5,scostl
835,gr,949.51,1049.6,987.31,1157.5,1170.5,198.34,180.18,511.79,515.98,290.36,4,45,7,scostl
836,gc,723.49,979.76,710.32,910.15,912.83,192.59,159.59,449.31,431.4,226.68,2,65,2,valley
837,er,723.83,903.86,813.24,809.95,925.73,124.44,136.58,397.69,456.81,179.2,3,25,7,scostl
838,gc,789.32,898.37,915.55,1105.8,906.63,177.37,141.03,464.41,456.11,202.36,3,40,3,ncostl
839,er,802.93,872.17,832.4,993.83,1078.7,161.34,143.51,427.65,419.13,215.73,2,35,7,ncostl
840,ec,708.11,845.66,690.63,890.9,962.38,163.56,143.39,399.7,364.47,208.75,7,35,7,ncostl
841,gc,929.63,1046.0,924.76,1175.6,1112.1,171.22,175.77,591.39,498.88,260.64,6,45,5,ncostl
842,gc,839.87,905.45,782.23,979.25,1017.2,155.82,183.67,497.11,427.71,265.05,2,35,2,ncostl
843,gc,983.2,1166.9,1052.2,1293.8,1341.5,226.87,190.59,619.79,532.39,282.54,6,20,3,mountn
844,gc,735.49,1070.3,915.47,1026.3,1046.4,179.62,183.75,476.87,478.02,253.8,2,35,5,mountn
845,gc,622.31,704.23,591.07,733.76,797.67,113.48,113.96,388.86,307.86,156.76,2,30,4,scostl
846,gc,555.5,696.66,580.45,777.04,886.69,157.36,116.66,338.86,324.82,157.44,6,35,6,ncostl
847,gc,646.26,837.59,654.78,849.56,915.44,161.06,128.55,406.8,332.3,174.81,4,65,4,mountn
848,gr,879.67,927.71,951.81,1138.7,968.36,179.01,145.2,527.23,473.51,241.84,3,60,2,mountn
849,gc,745.67,954.98,849.29,1255.9,849.0,166.62,163.05,533.02,505.73,270.06,3,55,3,scostl
850,gr,745.19,776.26,752.82,845.15,814.05,147.81,152.05,411.68,409.64,192.09,3,60,5,valley
851,ec,648.47,793.48,657.91,843.31,909.71,150.81,125.69,420.94,314.53,155.34,5,60,4,scostl
852,gc,626.0,766.75,645.62,931.4,985.66,157.71,159.19,429.1,424.19,190.01,7,40,3,scostl
853,er,925.62,1026.7,818.47,1029.8,915.46,177.94,146.26,449.25,396.42,195.1,3,25,7,scostl
854,gc,827.49,1011.7,925.21,1165.4,1184.3,199.15,169.93,539.42,546.72,271.07,5,40,6,scostl
855,gc,624.08,684.38,711.15,871.97,965.76,164.85,139.61,392.77,333.96,201.45,5,40,4,valley
856,gc,722.01,876.33,977.86,963.42,961.99,165.42,149.29,528.5,382.22,170.5,4,60,2,scostl
857,gc,760.92,1034.7,884.21,1156.5,912.78,165.12,181.12,512.44,561.26,235.69,5,20,6,scostl
858,gc,753.74,894.49,814.93,1150.3,960.73,132.03,144.71,487.89,439.69,221.9,6,30,3,scostl
859,er,830.52,1070.3,790.7,1058.0,1105.5,179.03,150.59,522.26,371.87,224.94,6,30,7,ncostl
860,er,799.8,855.43,832.93,1080.6,970.78,173.56,127.75,468.98,421.12,201.57,2,60,6,scostl
861,gc,871.19,1000.0,869.97,1080.4,1057.3,185.92,175.46,564.6,458.06,241.0,3,45,3,ncostl
862,gc,743.66,949.82,772.97,1042.4,1020.2,179.04,148.62,503.56,546.55,218.58,6,55,2,scostl
863,gc,883.55,942.77,861.66,973.06,1121.9,187.96,166.0,548.46,467.52,239.48,4,40,4,valley
864,gc,836.6,971.42,971.8,943.57,1198.3,181.28,168.54,536.39,489.88,249.31,6,40,7,ncostl
865,gc,648.85,946.86,774.22,865.61,1027.1,165.03,160.66,395.43,406.45,204.67,2,50,5,scostl
866,ec,710.05,806.49,717.59,863.93,1033.3,174.99,142.04,465.46,343.59,182.8,7,30,5,scostl
867,gc,944.4,1186.8,1068.1,1328.0,1429.0,234.88,222.44,644.72,537.88,275.04,7,60,4,scostl
868,gc,824.71,975.56,902.09,1057.7,1154.6,188.34,143.07,586.83,520.26,238.08,4,20,5,ncostl
869,gc,669.94,767.82,779.6,988.55,928.26,131.08,124.81,424.11,364.14,222.49,7,25,3,valley
870,gc,852.54,1041.0,956.44,1132.0,1090.6,202.0,169.01,600.36,535.72,251.82,2,65,7,ncostl
871,gc,793.04,973.17,890.78,989.09,1119.6,191.91,151.93,449.53,476.67,249.48,5,60,7,scostl
872,er,708.36,847.27,783.42,685.23,1017.0,139.69,128.23,490.8,403.77,177.47,6,20,2,valley
873,gr,787.45,843.15,863.74,980.36,1045.9,182.42,159.28,535.78,401.12,234.53,4,55,2,scostl
874,gc,1057.0,1054.0,984.2,1121.1,1204.0,187.33,194.83,511.66,440.56,222.32,3,55,7,mountn
875,gc,712.09,851.35,689.48,840.17,1069.5,130.65,129.66,435.31,367.35,189.11,4,55,5,valley
876,hp,691.55,838.51,896.96,966.41,1096.7,170.59,163.04,502.7,413.28,224.85,5,30,6,scostl
877,hp,800.5,995.08,838.66,1175.4,1126.4,183.02,163.9,497.31,441.66,212.41,2,20,2,scostl
878,gc,770.66,893.37,788.0,1117.6,1001.9,122.1,146.55,474.65,413.51,196.89,4,65,6,valley
879,gc,983.02,1043.4,923.13,1265.8,1281.4,198.94,205.34,566.6,555.4,271.98,4,20,4,scostl
880,gc,796.82,873.23,940.1,1148.6,1094.3,167.5,166.97,569.59,368.85,214.24,5,55,6,valley
881,er,926.85,1161.4,993.93,1067.5,1219.5,207.64,202.06,502.32,504.76,233.26,5,40,2,scostl
882,gc,983.79,1016.2,711.93,972.16,1102.8,177.69,162.07,448.49,442.68,235.29,7,60,5,valley
883,gc,751.76,853.43,722.87,1169.7,1026.3,149.62,138.29,525.68,345.57,215.11,5,25,3,scostl
884,gc,697.23,932.48,805.08,996.96,1092.0,184.94,132.89,437.34,397.86,220.93,6,55,4,mountn
885,gc,798.5,1093.7,960.95,965.23,1130.3,177.61,153.75,540.16,421.95,258.13,2,65,3,ncostl
886,gc,693.9,853.18,762.37,907.4,1101.5,140.43,123.69,473.54,463.56,230.68,7,65,4,valley
887,ec,732.54,1023.7,916.23,1067.7,1248.1,205.71,168.15,443.13,435.36,176.06,3,60,3,valley
888,gc,839.18,1085.3,758.47,1057.3,1216.5,203.69,148.93,508.15,463.72,218.93,3,30,5,scostl
889,gc,611.29,747.01,557.39,650.59,875.92,143.8,129.98,371.8,352.11,181.66,3,45,4,ncostl
890,gc,745.39,1040.0,982.54,1042.7,1140.2,161.38,149.6,498.78,427.34,229.06,4,50,5,valley
891,gc,719.99,1115.4,898.36,988.99,975.32,156.39,179.26,502.82,437.41,235.25,3,45,4,valley
892,gc,673.29,958.63,834.27,987.05,985.62,160.2,141.39,401.07,336.51,234.92,4,45,5,scostl
893,gc,838.73,842.09,822.31,1045.3,1171.9,170.34,134.44,491.85,455.63,217.91,5,50,3,scostl
894,gc,792.06,1034.6,984.25,1246.5,1218.6,183.65,166.36,544.85,489.45,242.02,3,60,3,scostl
895,er,792.69,963.78,813.69,1064.1,1186.5,181.9,164.02,506.89,409.26,232.19,6,45,2,scostl
896,gc,766.39,877.71,751.59,869.78,942.7,142.61,136.21,474.48,420.65,203.0,6,20,4,mountn
897,gc,1128.5,1167.8,1047.6,1292.6,1297.1,207.4,213.77,705.36,551.61,243.76,7,45,7,scostl
898,gc,787.1,1055.2,842.79,1041.3,1064.8,175.05,141.63,478.86,448.61,254.51,5,60,7,scostl
899,gc,860.56,1081.3,799.76,1123.2,1218.2,211.04,151.31,495.2,401.56,246.48,5,50,6,scostl
900,gc,893.94,1119.9,967.88,1091.7,1387.5,175.8,180.11,518.68,458.53,245.13,2,65,4,ncostl
